年月日	地点	平均気温(℃)	最高気温(℃)	最低気温(℃)	降水量の合計(mm)	10分間降水量の最大(mm)	日照時間(時間)	合計全天日射量(MJ/㎡)	最深積雪(cm)	降雪量合計(cm)	平均風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	平均蒸気圧(hPa)	平均現地気圧(hPa)	平均湿度(%)	平均海面気圧(hPa)	最小相対湿度(%)	最低海面気圧(hPa)	平均雲量(10分比)	天気概況(昼:06時~18時)	天気概況(夜:18時~翌日06時)
2015/6/24	青森	18.9	20.9	17.4	0.0	0.0	0.0	6.16	0.0	0.0	2.8	4.9	7.1	南西	17.2	1011.8	79.0	1012.3	69.0	1011.3	10.0	曇一時雨	曇
2015/6/25	青森	20.4	24.6	17.6	0.0	0.0	11.3	27.83	0.0	0.0	3.1	6.6	9.0	北北西	18.4	1008.7	77.0	1009.2	57.0	1007.2	5.0	晴一時曇	晴後曇
2015/6/26	青森	20.3	24.1	16.9	0.0	0.0	0.7	14.9	0.0	0.0	3.7	8.8	12.4	北	19.7	1004.4	83.0	1004.9	71.0	1002.4	10.0	曇	曇後雨
2015/6/27	青森	15.3	20.2	13.0	24.0	1.5	0.0	2.76	0.0	0.0	8.6	12.9	21.2	東北東	14.8	1001.9	85.0	1002.4	79.0	1000.9	10.0	雨	雨
2015/6/28	青森	11.8	13.1	10.7	13.0	1.5	0.0	5.72	0.0	0.0	3.7	9.5	14.4	東北東	12.0	1006.7	87.0	1007.2	74.0	1002.9	10.0	雨	雨後曇
2015/6/29	青森	16.8	22.7	11.6	0.0	0.0	7.0	24.56	0.0	0.0	2.8	6.0	9.2	西	15.0	1008.6	80.0	1009.1	56.0	1008.0	8.0	曇時々晴	曇一時晴
2015/6/30	青森	17.3	22.2	13.3	0.0	0.0	0.1	12.26	0.0	0.0	1.7	4.4	6.1	北	16.4	1003.9	83.0	1004.4	64.0	1000.6	8.0	曇	曇後一時雨
2015/7/1	青森	18.4	20.8	16.9	1.5	0.5	0.0	6.79	0.0	0.0	1.7	3.8	5.1	北西	19.2	993.8	91.0	994.3	77.0	991.1	10.0	曇時々雨	曇時々雨
2015/7/2	青森	22.3	28.0	18.2	0.0	0.0	6.1	19.7	0.0	0.0	4.6	10.7	15.8	南南西	17.8	998.8	68.0	999.3	44.0	994.7	6.0	晴時々曇	晴一時雨後曇
2015/7/3	青森	19.3	22.6	16.5	0.0	0.0	10.4	25.95	0.0	0.0	2.9	5.8	7.5	北北東	16.2	1006.2	73.0	1006.7	54.0	1002.9	8.0	晴時々曇	曇一時晴
2015/7/4	青森	18.8	23.1	14.9	0.0	0.0	9.8	25.83	0.0	0.0	2.5	4.4	5.9	南西	16.3	1008.6	76.0	1009.1	57.0	1007.2	9.5	晴時々曇	曇後晴
2015/7/5	青森	18.6	23.3	13.8	0.0	0.0	12.7	29.16	0.0	0.0	2.6	6.1	8.1	北	16.1	1011.8	76.0	1012.3	52.0	1011.0	1.0	晴後一時曇	晴一時曇
2015/7/6	青森	18.5	22.0	14.0	0.0	0.0	14.4	30.2	0.0	0.0	2.6	5.4	7.0	北	16.9	1012.1	79.0	1012.6	64.0	1011.2	1.8	晴	快晴
2015/7/7	青森	21.7	28.4	14.8	0.0	0.0	11.4	25.36	0.0	0.0	4.7	8.9	14.0	西	15.2	1011.1	61.0	1011.6	32.0	1010.2	6.8	晴時々曇	曇後一時雨
2015/7/8	青森	19.1	21.4	17.1	0.0	0.0	0.9	13.09	0.0	0.0	2.7	5.1	7.8	北西	17.1	1015.6	78.0	1016.1	62.0	1013.7	9.5	曇一時雨	曇
2015/7/9	青森	19.8	23.8	16.8	0.0	0.0	10.3	28.36	0.0	0.0	3.0	6.1	7.6	北西	18.2	1015.9	79.0	1016.4	62.0	1014.9	7.3	晴一時曇	曇時々晴
2015/7/10	青森	21.4	27.7	16.5	0.0	0.0	12.8	30.05	0.0	0.0	3.2	6.6	9.1	西南西	16.0	1014.6	66.0	1015.1	27.0	1013.8	3.8	晴	晴後一時曇
2015/7/11	青森	22.5	28.9	16.3	0.0	0.0	12.4	28.59	0.0	0.0	4.0	7.7	11.0	南南西	17.1	1011.8	64.0	1012.3	44.0	1010.9	2.8	晴	晴
2015/7/12	青森	24.9	32.5	18.2	0.0	0.0	13.7	28.53	0.0	0.0	2.8	6.5	8.9	南南西	16.1	1009.0	53.0	1009.5	28.0	1007.9	2.8	晴後一時薄曇	晴後一時曇
2015/7/13	青森	23.7	28.3	18.4	0.0	0.0	4.4	18.14	0.0	0.0	1.4	2.9	4.4	北北西	18.8	1003.5	64.0	1004.0	45.0	1001.7	7.5	曇後一時晴	曇
2015/7/14	青森	27.6	33.4	23.8	0.0	0.0	4.2	17.59	0.0	0.0	6.2	12.1	19.3	南西	23.6	1002.2	65.0	1002.7	43.0	1001.3	9.8	曇時々晴	曇一時雨後晴
2015/7/15	青森	23.9	29.8	19.8	0.0	0.0	4.0	16.24	0.0	0.0	4.0	6.2	9.4	南西	20.6	1007.4	69.0	1007.9	55.0	1005.4	8.5	晴時々曇	曇
2015/7/16	青森	20.0	24.0	17.7	0.0	0.0	4.7	19.19	0.0	0.0	3.6	7.1	9.7	北北東	17.2	1009.2	74.0	1009.7	58.0	1008.7	9.8	曇	曇一時晴
2015/7/17	青森	21.0	26.5	17.4	0.0	0.0	8.7	25.59	0.0	0.0	3.9	6.2	8.7	北北東	18.8	1007.7	76.0	1008.2	58.0	1006.0	9.5	曇一時晴	曇一時雨
2015/7/18	青森	20.5	23.3	18.7	2.5	1.0	0.4	9.55	0.0	0.0	1.9	4.3	5.5	北北西	22.1	1007.5	91.0	1008.0	76.0	1006.6	10.0	雨時々曇	曇時々雨
2015/7/19	青森	21.8	25.1	19.6	0.0	0.0	0.0	5.57	0.0	0.0	2.5	5.9	8.8	北西	23.7	1010.9	91.0	1011.4	79.0	1008.0	10.0	曇一時雨	曇一時雨
2015/7/20	青森	22.6	27.7	20.4	0.5	0.5	4.7	18.49	0.0	0.0	2.2	5.8	7.9	北	22.4	1013.6	82.0	1014.1	62.0	1013.2	10.0	曇一時晴	曇後一時雨
2015/7/21	青森	22.9	27.7	20.5	0.5	0.5	3.6	17.19	0.0	0.0	1.8	4.3	5.9	北	24.0	1011.6	86.0	1012.1	69.0	1010.6	8.3	曇一時雨	晴後曇
2015/7/22	青森	27.3	33.0	21.0	0.0	0.0	4.0	15.98	0.0	0.0	2.4	6.2	9.2	北西	25.7	1008.9	73.0	1009.4	52.0	1008.4	9.0	曇一時雨	曇後一時雨
2015/7/23	青森	24.4	26.2	22.6	3.0	0.5	0.0	4.76	0.0	0.0	2.3	5.8	8.4	西	27.1	1007.5	89.0	1008.0	81.0	1007.0	10.0	雨時々曇	曇時々雨
2015/7/24	青森	24.3	29.3	22.6	2.5	1.0	1.2	12.32	0.0	0.0	2.0	4.9	7.4	北北東	26.6	1008.2	88.0	1008.7	66.0	1007.6	10.0	曇	雨一時曇
2015/7/25	青森	25.1	29.8	23.2	32.0	2.5	0.2	8.42	0.0	0.0	2.6	5.4	7.5	西南西	27.7	1005.9	87.0	1006.4	66.0	1005.1	10.0	曇一時雨	曇後一時雨
2015/7/26	青森	26.2	31.2	23.3	0.0	0.0	0.9	9.78	0.0	0.0	2.9	7.9	12.1	北北東	26.0	1008.2	77.0	1008.7	56.0	1007.9	10.0	曇一時雨	曇一時晴
2015/7/27	青森	26.8	31.2	23.8	0.0	0.0	3.7	13.78	0.0	0.0	3.1	6.2	8.3	南西	25.3	1007.2	72.0	1007.7	56.0	1007.2	9.3	曇後一時晴	曇時々晴一時雨
2015/7/28	青森	23.8	26.8	22.9	22.5	7.5	0.5	9.35	0.0	0.0	1.6	4.6	6.3	北	27.1	1006.7	92.0	1007.2	76.0	1006.3	10.0	曇時々雨	曇一時雨
2015/7/29	青森	25.4	29.3	22.8	0.0	0.0	7.3	22.42	0.0	0.0	2.0	5.0	6.5	北北東	27.8	1007.5	86.0	1008.0	71.0	1006.9	9.0	曇時々晴	曇
2015/7/30	青森	25.8	29.5	22.9	0.0	0.0	7.3	20.83	0.0	0.0	2.3	5.0	6.8	北北東	27.4	1008.1	82.0	1008.6	66.0	1007.7	7.8	曇時々晴	晴時々曇
2015/7/31	青森	27.8	32.7	23.2	0.0	0.0	4.6	16.05	0.0	0.0	3.6	7.9	11.3	南南西	27.2	1007.3	74.0	1007.8	53.0	1006.6	6.3	晴時々曇	晴時々曇
2015/8/1	青森	26.6	30.3	23.9	0.0	0.0	5.2	17.54	0.0	0.0	3.8	7.8	11.0	西	25.5	1009.4	73.0	1009.9	54.0	1007.0	8.8	曇後晴	曇時々雨、雷を伴う
2015/8/2	青森	23.7	26.6	22.1	21.0	4.0	1.2	10.79	0.0	0.0	2.0	5.5	7.0	北	26.4	1012.0	90.0	1012.5	77.0	1011.6	10.0	曇時々雨、雷を伴う	曇後一時雨、雷を伴う
2015/8/3	青森	25.0	29.1	22.4	0.0	0.0	2.9	15.7	0.0	0.0	1.8	4.3	5.9	北北西	27.6	1010.6	87.0	1011.1	69.0	1009.9	9.0	曇後一時晴	曇時々晴
2015/8/4	青森	26.8	32.8	22.1	0.0	0.0	5.8	17.57	0.0	0.0	1.8	5.9	8.7	北	26.9	1008.5	77.0	1009.0	55.0	1007.8	6.8	曇	晴
2015/8/5	青森	29.6	36.5	23.0	0.0	0.0	13.3	26.86	0.0	0.0	4.9	9.9	14.2	南西	20.9	1007.4	54.0	1007.9	27.0	1007.0	0.0	快晴	快晴
2015/8/6	青森	27.1	32.0	23.0	0.0	0.0	9.5	22.84	0.0	0.0	2.6	5.7	8.2	北	27.6	1011.6	77.0	1012.1	64.0	1009.2	3.8	晴	曇時々晴
2015/8/7	青森	25.1	29.1	21.5	3.0	2.0	7.2	20.28	0.0	0.0	2.6	6.1	8.5	東北東	25.7	1016.2	80.0	1016.7	67.0	1014.2	8.0	曇一時雨	晴
2015/8/8	青森	24.1	29.7	19.6	0.0	0.0	13.3	25.7	0.0	0.0	2.8	7.2	9.7	東北東	22.7	1015.5	76.0	1016.0	58.0	1014.1	4.8	晴一時薄曇	晴一時曇
2015/8/9	青森	23.8	27.3	19.4	0.0	0.0	9.3	23.0	0.0	0.0	2.8	7.4	10.3	北北西	25.2	1011.4	85.0	1011.9	73.0	1009.7	7.3	晴後薄曇	曇一時雨、雷を伴う
2015/8/10	青森	25.8	28.7	23.2	0.0	0.0	2.7	15.21	0.0	0.0	2.1	5.1	7.1	北北西	28.1	1007.9	85.0	1008.4	73.0	1006.9	9.8	曇後一時晴	曇一時雨後時々晴、雷を伴う
2015/8/11	青森	25.9	29.3	23.6	0.0	0.0	9.3	23.77	0.0	0.0	2.2	4.9	6.9	北北東	27.5	1006.4	82.0	1006.9	67.0	1005.4	6.0	晴時々曇	曇一時晴
2015/8/12	青森	25.0	29.0	22.3	0.0	0.0	7.3	18.85	0.0	0.0	2.2	6.1	7.9	北北西	25.9	1005.7	82.0	1006.2	66.0	1005.0	8.3	曇後一時雨、雷を伴う	晴時々曇
2015/8/13	青森	25.4	30.7	22.3	0.0	0.0	11.8	25.19	0.0	0.0	4.3	8.7	11.3	東北東	23.0	1004.8	72.0	1005.3	50.0	1003.9	5.3	晴	曇一時晴
2015/8/14	青森	23.3	27.6	20.9	11.5	2.5	0.9	11.47	0.0	0.0	6.0	9.3	13.7	東北東	23.0	1005.4	81.0	1005.9	63.0	1004.8	10.0	曇後雨	曇時々雨
2015/8/15	青森	23.4	27.4	20.9	0.5	0.5	3.4	13.46	0.0	0.0	4.6	7.4	10.5	東北東	22.4	1007.4	78.0	1007.9	63.0	1006.3	8.5	曇時々晴一時雨	晴一時曇
2015/8/16	青森	23.6	28.7	19.2	0.0	0.0	12.4	25.28	0.0	0.0	3.1	6.8	8.5	北	23.4	1010.4	81.0	1010.9	64.0	1009.8	3.5	晴一時薄曇	晴後一時薄曇
2015/8/17	青森	24.7	32.0	19.9	1.0	0.5	8.6	20.22	0.0	0.0	3.7	9.8	13.0	東北東	23.4	1008.9	76.0	1009.4	51.0	1006.0	8.5	曇	雨時々曇
2015/8/18	青森	24.0	30.4	20.2	9.5	3.5	5.6	17.84	0.0	0.0	6.6	12.8	19.2	南南西	22.0	1004.4	75.0	1004.9	55.0	1002.2	9.5	曇一時雨後時々晴	曇時々雨一時晴
2015/8/19	青森	22.5	26.1	20.3	0.0	0.0	2.7	13.13	0.0	0.0	4.9	8.1	13.6	西南西	19.8	1012.3	74.0	1012.8	52.0	1009.9	7.5	曇一時晴	曇時々雨
2015/8/20	青森	22.5	27.3	18.9	0.0	0.0	2.7	13.63	0.0	0.0	3.1	5.5	7.7	西南西	20.5	1011.2	76.0	1011.7	51.0	1009.7	8.8	曇後一時晴	曇時々晴
2015/8/21	青森	22.8	26.7	18.6	1.5	0.5	5.6	15.96	0.0	0.0	2.0	5.0	7.0	北北西	22.5	1007.3	81.0	1007.8	60.0	1005.3	10.0	　薄曇後一時雨	雨
2015/8/22	青森	21.4	24.5	19.6	23.5	2.0	0.0	8.48	0.0	0.0	5.1	9.4	13.5	北東	22.2	1004.4	88.0	1004.9	72.0	1003.7	10.0	雨時々曇	雨後一時曇
2015/8/23	青森	22.5	26.2	20.2	0.0	0.0	2.7	17.3	0.0	0.0	6.7	9.4	13.1	東北東	20.8	1008.0	77.0	1008.5	61.0	1006.1	9.5	曇	曇時々晴
2015/8/24	青森	20.7	24.1	18.1	0.0	0.0	7.7	21.06	0.0	0.0	6.3	9.7	14.0	東北東	17.0	1011.4	70.0	1011.9	57.0	1010.1	6.8	晴時々曇	曇時々晴
2015/8/25	青森	19.6	23.4	16.9	0.0	0.0	10.0	22.91	0.0	0.0	5.7	11.3	15.6	東	13.8	1012.0	61.0	1012.5	44.0	1009.2	9.3	晴後薄曇	曇、大風を伴う
2015/8/26	青森	20.3	22.8	18.5	0.5	0.5	0.0	5.82	0.0	0.0	4.9	17.2	23.8	東	15.3	1007.8	64.0	1008.3	49.0	1006.5	10.0	曇時々雨	曇一時雨
2015/8/27	青森	20.6	24.4	18.6	0.0	0.0	0.0	9.39	0.0	0.0	2.6	5.5	7.4	東北東	18.9	1011.4	78.0	1011.9	67.0	1009.2	10.0	曇一時雨	曇
2015/8/28	青森	21.4	24.8	18.9	0.0	0.0	3.2	15.57	0.0	0.0	4.0	7.6	10.5	東	17.3	1013.2	68.0	1013.7	54.0	1012.8	9.8	曇	曇後一時雨
2015/8/29	青森	21.2	25.6	18.0	0.0	0.0	7.8	18.92	0.0	0.0	3.0	5.7	7.6	東北東	19.7	1013.3	78.0	1013.8	64.0	1012.8	8.0	曇後時々晴	曇
2015/8/30	青森	22.1	26.8	18.9	0.0	0.0	2.9	12.55	0.0	0.0	2.2	5.4	7.0	東	20.4	1012.8	78.0	1013.3	58.0	1012.1	8.5	曇	曇時々晴
2015/8/31	青森	21.3	25.3	18.0	0.0	0.0	9.6	19.63	0.0	0.0	2.3	4.9	6.5	北北西	19.5	1014.4	78.0	1014.9	63.0	1014.0	7.5	曇後晴	曇時々晴
2015/9/1	青森	21.7	25.1	17.8	0.0	0.0	5.8	15.58	0.0	0.0	2.1	4.6	6.3	北	20.6	1014.0	80.0	1014.5	64.0	1011.7	10.0	曇	曇時々雨一時晴
2015/9/2	青森	22.3	29.3	19.8	10.0	5.0	2.1	10.6	0.0	0.0	4.5	10.7	20.1	西南西	22.7	1006.8	84.0	1007.3	59.0	1001.2	7.5	雨時々曇一時晴	曇時々晴一時雨
2015/9/3	青森	23.3	28.7	20.4	0.0	0.0	4.6	15.64	0.0	0.0	3.3	7.2	11.0	南南西	20.3	1010.3	72.0	1010.8	48.0	1008.3	8.3	曇時々晴	曇時々雨
2015/9/4	青森	21.8	25.8	19.3	4.0	2.5	4.7	13.97	0.0	0.0	3.3	8.0	12.3	西南西	20.9	1005.6	81.0	1006.1	58.0	1003.8	8.8	晴時々曇一時雨	晴時々曇一時雨
2015/9/5	青森	20.1	25.0	15.8	0.0	0.0	7.4	17.83	0.0	0.0	3.3	7.4	11.6	西北西	14.8	1011.4	65.0	1011.9	35.0	1009.7	8.3	曇	曇時々晴
2015/9/6	青森	19.2	24.2	14.2	0.0	0.0	1.3	11.07	0.0	0.0	2.6	7.2	9.5	東北東	16.7	1010.1	75.0	1010.6	55.0	1008.5	9.3	曇後一時雨	曇時々晴一時雨
2015/9/7	青森	19.9	22.7	17.8	0.0	0.0	1.7	9.75	0.0	0.0	4.2	7.2	10.2	東北東	18.1	1010.9	78.0	1011.4	65.0	1008.0	7.8	曇一時雨	晴後薄曇
2015/9/8	青森	19.9	23.5	17.8	0.0	0.0	4.6	15.2	0.0	0.0	6.4	10.0	14.8	東北東	15.9	1017.4	69.0	1017.9	53.0	1015.2	10.0	曇	曇時々雨
2015/9/9	青森	18.8	20.4	17.5	5.5	0.5	0.0	3.75	0.0	0.0	7.7	11.5	17.8	東北東	17.2	1018.4	79.0	1018.9	64.0	1016.0	10.0	雨一時曇	雨
2015/9/10	青森	22.2	25.3	18.2	1.0	0.5	0.3	11.0	0.0	0.0	6.0	12.0	21.0	東北東	20.7	1010.3	78.0	1010.8	63.0	1007.3	10.0	曇一時雨	雨時々曇
2015/9/11	青森	21.4	24.3	19.6	0.5	0.5	0.9	8.91	0.0	0.0	4.1	8.1	10.8	東北東	21.2	1003.8	84.0	1004.3	68.0	1002.0	9.8	曇時々雨	曇時々雨一時晴
2015/9/12	青森	21.7	25.8	18.4	2.0	0.5	4.6	15.21	0.0	0.0	5.1	11.2	16.2	南西	18.2	1007.0	71.0	1007.5	47.0	1001.9	8.8	曇時々晴	曇一時雨
2015/9/13	青森	17.2	19.5	13.3	13.0	1.5	0.0	1.88	0.0	0.0	1.8	3.7	5.4	南南西	18.2	1012.3	92.0	1012.8	85.0	1009.5	7.5	雨一時曇	晴一時雨
2015/9/14	青森	17.6	23.9	12.4	0.0	0.0	7.6	16.09	0.0	0.0	2.6	6.9	10.1	南南西	14.7	1021.1	75.0	1021.6	47.0	1017.9	5.0	晴一時雨	晴
2015/9/15	青森	17.2	22.3	12.2	0.0	0.0	11.2	19.57	0.0	0.0	2.4	4.8	6.5	南	13.8	1022.3	72.0	1022.8	43.0	1021.4	1.3	晴	快晴
2015/9/16	青森	18.2	24.9	11.8	0.0	0.0	12.1	21.07	0.0	0.0	2.2	4.9	6.8	南南西	14.5	1020.1	71.0	1020.6	39.0	1019.1	0.0	快晴	晴
2015/9/17	青森	19.3	26.5	12.4	0.0	0.0	10.0	18.76	0.0	0.0	3.5	7.0	9.4	東北東	16.5	1018.2	74.0	1018.7	53.0	1017.0	5.3	晴後薄曇	曇時々雨
2015/9/18	青森	18.1	20.4	16.4	10.0	1.0	0.0	2.79	0.0	0.0	6.1	11.1	16.6	東北東	16.9	1013.5	81.0	1014.0	53.0	1011.0	9.8	雨	曇
2015/9/19	青森	19.9	22.7	17.6	0.0	0.0	0.8	7.89	0.0	0.0	2.7	5.7	8.1	北東	20.9	1006.7	90.0	1007.2	73.0	1005.4	8.8	曇一時雨	曇一時雨
2015/9/20	青森	20.4	24.8	18.0	0.0	0.0	7.6	17.76	0.0	0.0	4.1	7.8	12.0	西	17.6	1010.2	74.0	1010.7	51.0	1006.7	9.0	晴一時曇	晴時々曇
2015/9/21	青森	19.8	24.9	15.4	1.0	0.5	6.2	13.8	0.0	0.0	2.7	5.8	7.8	南西	17.4	1013.9	77.0	1014.4	50.0	1012.4	5.0	晴時々曇	晴一時雨
2015/9/22	青森	20.2	25.9	16.5	0.0	0.0	10.2	18.32	0.0	0.0	3.8	6.9	10.8	南南西	17.5	1017.5	75.0	1018.0	45.0	1016.3	4.5	晴	晴
2015/9/23	青森	19.0	24.3	14.5	0.0	0.0	11.3	18.75	0.0	0.0	2.5	5.1	6.4	南南西	16.1	1016.8	74.0	1017.3	49.0	1014.9	2.0	快晴	晴後一時薄曇
2015/9/24	青森	18.6	25.8	12.2	0.0	0.0	5.6	13.17	0.0	0.0	3.4	8.0	11.0	東北東	14.5	1012.4	70.0	1012.9	31.0	1010.2	7.5	曇	曇
2015/9/25	青森	19.8	25.3	15.7	0.0	0.0	7.2	16.16	0.0	0.0	3.3	8.2	12.2	東北東	16.1	1008.5	70.0	1009.0	50.0	1007.2	9.5	晴時々曇	曇後一時雨
2015/9/26	青森	19.3	22.7	17.2	0.5	0.5	0.3	6.95	0.0	0.0	1.7	3.8	5.6	東	19.0	1009.0	85.0	1009.5	68.0	1008.1	8.3	曇時々雨	晴時々曇
2015/9/27	青森	19.3	25.2	14.9	0.0	0.0	8.0	15.15	0.0	0.0	3.5	8.5	12.6	南南西	16.7	1011.6	76.0	1012.1	51.0	1010.3	3.8	晴一時雨	晴
2015/9/28	青森	17.0	24.9	12.2	4.0	2.5	7.2	13.04	0.0	0.0	4.4	10.1	15.5	南	13.9	1013.5	73.0	1014.0	35.0	1011.5	3.8	晴時々雨	曇後雨
2015/9/29	青森	14.7	19.1	11.2	11.5	3.0	4.1	11.06	0.0	0.0	5.9	11.7	20.4	西南西	11.6	1017.1	70.0	1017.6	43.0	1015.4	7.5	雨時々晴一時曇	雨時々曇一時晴、雷を伴う
2015/9/30	青森	14.9	19.7	10.4	2.0	0.5	6.0	14.26	0.0	0.0	4.6	10.4	17.5	西南西	10.4	1020.3	63.0	1020.8	40.0	1018.8	7.3	晴一時曇	晴時々薄曇
2015/10/1	青森	17.0	22.6	9.9	3.5	1.0	7.4	14.0	0.0	0.0	2.4	5.4	10.1	南南西	12.7	1007.1	66.0	1007.6	33.0	985.4	7.5	曇時々晴	雨一時曇
2015/10/2	青森	17.2	21.9	14.6	4.0	2.0	5.7	13.01	0.0	0.0	9.3	15.8	26.8	西南西	11.8	999.2	59.0	999.7	34.0	982.8	7.0	晴一時雨、大風を伴う	晴後雨、雷を伴う
2015/10/3	青森	14.7	18.5	10.8	15.0	2.0	0.5	3.71	0.0	0.0	4.5	8.6	14.8	南南西	13.3	1011.2	80.0	1011.7	63.0	1007.3	9.3	雨時々曇、雷を伴う	曇時々晴一時雨
2015/10/4	青森	12.8	16.4	10.0	0.0	0.0	2.0	8.75	0.0	0.0	4.3	8.6	12.6	南西	9.7	1020.5	66.0	1021.0	45.0	1016.2	9.5	曇時々雨一時晴	曇一時雨
2015/10/5	青森	13.2	17.5	8.6	0.0	0.0	3.7	9.52	0.0	0.0	2.8	6.0	8.7	南南西	10.2	1023.3	68.0	1023.8	47.0	1022.7	5.8	曇時々晴	晴
2015/10/6	青森	13.1	19.7	6.4	0.0	0.0	11.0	17.49	0.0	0.0	2.6	5.8	8.2	南南西	11.1	1022.1	75.0	1022.6	52.0	1020.6	1.3	晴	晴
2015/10/7	青森	13.2	19.6	7.1	0.0	0.0	10.3	17.12	0.0	0.0	2.9	6.9	9.9	南南西	10.7	1017.9	73.0	1018.4	42.0	1012.1	2.8	晴	晴後曇
2015/10/8	青森	13.4	17.8	8.9	0.0	0.0	0.5	5.8	0.0	0.0	6.8	13.8	20.2	北西	10.8	998.5	71.0	999.0	49.0	993.4	10.0	曇時々雨	雨
2015/10/9	青森	14.1	16.9	12.0	6.0	1.0	0.3	4.85	0.0	0.0	6.4	10.1	17.1	西	12.6	1001.1	78.0	1001.6	66.0	995.0	8.3	雨後一時曇	晴時々曇一時雨
2015/10/10	青森	16.5	21.8	10.8	0.0	0.0	9.3	14.61	0.0	0.0	4.1	8.8	12.9	西南西	11.4	1010.2	64.0	1010.7	33.0	1005.3	2.3	晴	晴時々薄曇
2015/10/11	青森	14.8	23.5	9.8	0.0	0.0	1.3	7.45	0.0	0.0	4.1	10.7	16.2	南西	12.0	1006.0	72.0	1006.5	41.0	1002.2	9.8	曇後一時雨	晴時々曇
2015/10/12	青森	13.4	14.6	12.0	5.5	1.0	0.0	2.48	0.0	0.0	3.5	7.8	12.7	南西	11.8	1009.2	76.0	1009.7	53.0	1008.1	8.5	雨一時曇	曇時々雨
2015/10/13	青森	10.9	15.7	7.9	4.0	0.5	2.3	7.13	0.0	0.0	4.9	12.9	21.4	南西	9.9	1009.9	76.0	1010.4	56.0	1007.0	8.0	曇時々雨一時晴	雨時々晴一時曇
2015/10/14	青森	9.4	14.2	7.0	3.0	0.5	2.9	8.69	0.0	0.0	4.2	8.2	13.9	南西	8.6	1016.7	74.0	1017.2	41.0	1014.2	7.0	雨時々晴一時曇	雨後晴
2015/10/15	青森	12.4	17.0	6.5	0.0	0.0	5.5	11.24	0.0	0.0	4.3	8.1	12.3	南西	8.7	1020.0	62.0	1020.5	37.0	1019.1	6.5	晴時々曇	晴一時雨
2015/10/16	青森	13.6	20.3	8.1	0.0	0.0	8.7	13.6	0.0	0.0	3.2	6.1	9.2	南南西	10.9	1020.4	72.0	1020.9	39.0	1019.5	3.0	晴	晴後一時曇
2015/10/17	青森	15.4	22.2	9.6	0.0	0.0	8.6	13.94	0.0	0.0	2.8	4.8	6.9	南南西	13.3	1019.5	77.0	1020.0	51.0	1018.9	6.8	晴	曇後晴
2015/10/18	青森	16.3	24.4	9.8	0.0	0.0	9.8	14.39	0.0	0.0	3.4	7.6	11.1	南西	11.5	1016.2	66.0	1016.7	25.0	1014.0	6.8	晴後一時薄曇	曇時々晴一時雨
2015/10/19	青森	11.5	15.4	6.4	0.0	0.0	9.8	14.79	0.0	0.0	2.9	5.9	8.4	南西	7.8	1017.9	59.0	1018.4	25.0	1015.4	3.5	晴	快晴
2015/10/20	青森	9.9	16.0	5.7	4.5	1.0	1.8	4.81	0.0	0.0	3.5	8.9	13.1	南南西	9.2	1014.2	75.0	1014.7	54.0	1009.9	3.3	曇一時雨後晴	晴後一時曇
2015/10/21	青森	9.7	15.6	5.2	5.5	1.0	7.2	12.51	0.0	0.0	2.8	6.9	10.0	南南西	7.7	1020.8	67.0	1021.3	34.0	1019.8	7.8	晴時々曇	雨後一時曇
2015/10/22	青森	9.2	14.5	4.9	0.0	0.0	6.8	10.93	0.0	0.0	2.7	5.9	10.1	南南西	8.3	1021.3	73.0	1021.8	43.0	1019.9	6.8	晴一時曇	晴一時曇
2015/10/23	青森	9.3	16.4	2.8	0.0	0.0	9.3	14.15	0.0	0.0	2.5	5.1	8.1	南南西	8.0	1020.0	71.0	1020.5	41.0	1017.4	2.3	晴	晴後一時曇
2015/10/24	青森	11.6	16.1	5.6	12.5	1.5	0.0	2.01	0.0	0.0	5.1	11.2	18.0	南南西	10.5	1008.5	75.0	1009.0	44.0	1003.1	9.0	雨一時曇	曇時々雨
2015/10/25	青森	8.0	9.9	7.0	0.0	0.0	0.1	2.81	0.0	0.0	7.7	11.8	19.7	西	5.4	1013.7	51.0	1014.2	42.0	1009.6	10.0	曇一時雨	曇後一時晴
2015/10/26	青森	9.3	13.0	7.0	0.0	0.0	5.2	9.98	0.0	0.0	5.4	9.4	17.3	西	6.2	1020.2	53.0	1020.7	41.0	1018.9	8.5	晴時々曇	曇一時晴
2015/10/27	青森	11.4	16.4	5.6	0.0	0.0	5.3	10.81	0.0	0.0	2.0	4.2	5.6	北	8.9	1011.3	66.0	1011.8	42.0	1003.6	9.5	曇時々晴	曇時々雨
2015/10/28	青森	13.8	18.5	8.3	1.5	0.5	6.8	12.09	0.0	0.0	5.9	11.7	19.2	西	10.1	1007.6	63.0	1008.1	46.0	1000.2	5.8	晴一時雨	曇時々雨一時晴
2015/10/29	青森	8.4	13.6	4.1	2.0	0.5	3.1	6.44	0.0	0.0	3.4	8.4	14.4	西南西	8.1	1015.8	73.0	1016.3	49.0	1012.8	5.5	雨時々晴	晴後曇一時雨
2015/10/30	青森	6.8	9.4	4.8	9.0	2.0	2.2	4.15	0.0	0.0	2.9	7.7	11.1	南西	8.0	1017.0	80.0	1017.5	65.0	1015.2	10.0	雨一時晴	雨時々曇一時晴
